"Scenario","Species","Group","Item","Mean","StDev","Lower95","Upper95"
"PPR only","Both","Subadult Female","Health Cost",49947475.5146781,4669503.69078067,41290679.413733,59423085.4866799
"PPR only","Both","Subadult Female","Labour Cost",1976106520.46586,159295021.466093,1672122062.19253,2293660628.25835
"PPR only","Both","Subadult Female","Population",1727147.45166799,82485.8650309612,1570719.1547391,1890295.5727026
"PPR only","Both","Subadult Female","Value of Herd Increase",23489690350.3113,8770747260.77015,7626153519.79784,41950406723.5293
"PPR only","Both","Subadult Female","Value of Manure",657246838.176061,28943656.1779191,603079497.385156,715175932.72703
"PPR only","Both","Subadult Female","Value of Offtake",8053230944.98988,2214762432.23306,3922490981.36908,12516671679.8948
"PPR only","Both","Subadult Male","Feed Cost",15498729915.8137,1714863064.68542,12270446516.2227,19027782421.7195
"PPR only","Both","Subadult Male","Gross Margin",35676699968.224,17907553921.1186,2060070529.58646,71948375475.4419
"PPR only","Both","Subadult Male","Health Cost",39552874.6530716,3897805.25537757,32449587.7712125,47488303.0329554
"PPR only","Both","Subadult Male","Labour Cost",1557208026.16879,130558972.865757,1305488653.96031,1817986929.92458
"PPR only","Both","Subadult Male","Population",1390427.62085563,77134.9743213653,1239243.35346467,1542718.87407806
"PPR only","Both","Subadult Male","Value of Herd Increase",22080657445.1472,9194977224.40397,6336771981.54861,42149655442.1867
"PPR only","Both","Subadult Male","Value of Manure",517655627.626684,25810758.5980952,468092477.158296,568745212.008257
"PPR only","Both","Subadult Male","Value of Offtake",30173877712.0857,9491376876.76128,12287184850.9747,48950777114.4169
"PPR only","Goats","Adult","Feed Cost",26388766623.8833,3095622292.98559,20452468958.9232,32560839503.1156
"PPR only","Goats","Adult","Gross Margin",64804738586.3518,20903356388.834,24039253628.1384,105728004112.251
"PPR only","Goats","Adult","Health Cost",83091545.7630915,8687364.72566899,67194982.8323056,101443168.873348
"PPR only","Goats","Adult","Labour Cost",6596145862.36682,599936501.982667,5434269692.30462,7722679750.92254
"PPR only","Goats","Adult","Population",2912315.57512073,71875.1790873251,2769335.25033998,3052822.78640103
"PPR only","Goats","Adult","Value of Herd Increase",64781209988.7515,14547960147.0648,36125859825.0114,93513565184.7395
"PPR only","Goats","Adult","Value of Manure",1644310721.36608,65774632.6822337,1532144400.29103,1761526854.15376
"PPR only","Goats","Adult","Value of Offtake",27913198559.0266,7151793860.15388,14699144140.6219,42720807573.9131
"PPR only","Goats","Adult Female","Feed Cost",21742805846.0911,3014466258.52341,15983860612.092,27855296416.9082
"PPR only","Goats","Adult Female","Gross Margin",25673344154.4965,14465223127.7974,-1932289448.98059,53950170694.522
"PPR only","Goats","Adult Female","Health Cost",70064531.6074443,8528226.29903761,54509816.7989652,87622818.9508909
"PPR only","Goats","Adult Female","Labour Cost",5552822537.98157,581402276.893168,4412808359.58217,6654986477.40006
"PPR only","Goats","Adult Female","Population",2329676.78419456,31564.2791844333,2269299.62818298,2392732.41014982
"PPR only","Goats","Adult Female","Value of Herd Increase",37294277903.38,10906988949.0845,16027092332.6591,58654869747.5806
"PPR only","Goats","Adult Female","Value of Manure",1382300310.80205,62699082.4122491,1281514507.8717,1486830293.11031
"PPR only","Goats","Adult Female","Value of Offtake",10828435506.7738,3236764352.037,4683931313.018,17258015733.2979
"PPR only","Goats","Adult Male","Feed Cost",4645960777.79225,710736830.811174,3330331539.0024,6092645757.04523
"PPR only","Goats","Adult Male","Gross Margin",39131394431.8553,15304110564.1532,8913795539.42809,69698923543.7403
"PPR only","Goats","Adult Male","Health Cost",13027014.1556471,1844324.60090457,9616178.27910931,16948596.1018281
"PPR only","Goats","Adult Male","Labour Cost",1043323324.38525,134572990.762367,792951216.300743,1314138554.79155
"PPR only","Goats","Adult Male","Population",582638.790926168,55152.2895170175,470364.438174315,686928.668423929
"PPR only","Goats","Adult Male","Value of Herd Increase",27486932085.3716,9850943115.80128,8734175745.12422,47513170719.8425
"PPR only","Goats","Adult Male","Value of Manure",262010410.564033,19557757.0046531,224293580.607624,300252255.758288
"PPR only","Goats","Adult Male","Value of Offtake",17084763052.2528,6413247660.59796,5484621266.33618,30858153014.114
"PPR only","Goats","Juvenile","Feed Cost",4718377479.96674,539773352.233577,3706173363.70513,5816921061.33086
"PPR only","Goats","Juvenile","Gross Margin",90664446.3137781,2222597454.17203,-3747306573.74965,4917113691.24377
"PPR only","Goats","Juvenile","Health Cost",47685891.2651465,4729755.19941683,38696059.5244562,57601648.5173669
"PPR only","Goats","Juvenile","Labour Cost",1894996324.29129,166123422.673014,1579525499.87666,2231422300.03561
"PPR only","Goats","Juvenile","Population",1610959.88253116,122305.903805452,1381209.11974925,1852877.62121462
"PPR only","Goats","Juvenile","Value of Herd Increase",6435986304.0017,2287985904.5777,2546958271.76121,11473638824.0076
"PPR only","Goats","Juvenile","Value of Manure",315737837.835248,18451213.6076164,279978780.799154,351583839.102601
"PPR only","Goats","Juvenile","Value of Offtake",0,0,0,0
"PPR only","Goats","Juvenile Female","Feed Cost",2338178028.62258,362492794.109516,1651364754.73129,3078276564.53407
"PPR only","Goats","Juvenile Female","Gross Margin",-129915480.386764,1393761417.74213,-2440023233.2288,2925853617.45441
"PPR only","Goats","Juvenile Female","Health Cost",25537787.7091055,3328579.99745671,19583063.9468214,32541962.9026466
"PPR only","Goats","Juvenile Female","Labour Cost",1017460052.15549,113996219.899777,803607681.680041,1244007916.45467
"PPR only","Goats","Juvenile Female","Population",841313.369230064,62170.1836703166,725013.33109292,963658.792887874
"PPR only","Goats","Juvenile Female","Value of Herd Increase",3082368417.07791,1399991355.65409,838127660.339325,6246421144.05255
"PPR only","Goats","Juvenile Female","Value of Manure",168891971.022505,10958111.4579537,147855663.694581,190281006.668415
"PPR only","Goats","Juvenile Female","Value of Offtake",0,0,0,0
"PPR only","Goats","Juvenile Male","Feed Cost",2380199451.34416,361324976.669384,1718379396.29049,3136546032.9555
"PPR only","Goats","Juvenile Male","Gross Margin",220579926.700542,1460663400.27172,-2356314917.50162,3370598030.97333
"PPR only","Goats","Juvenile Male","Health Cost",22148103.556041,2940200.38997542,16875673.5167467,28329950.6375762
"PPR only","Goats","Juvenile Male","Labour Cost",877536272.135793,102595700.429228,680963712.724275,1082333389.43178
"PPR only","Goats","Juvenile Male","Population",769646.513301097,60241.5627497638,655984.17820861,888854.102610456
"PPR only","Goats","Juvenile Male","Value of Herd Increase",3353617886.92379,1461722495.36645,781737059.097902,6649637372.6368
"PPR only","Goats","Juvenile Male","Value of Manure",146845866.812743,9974201.55622828,127877172.857547,166569661.538761
"PPR only","Goats","Juvenile Male","Value of Offtake",0,0,0,0
"PPR only","Goats","Overall","Feed Cost",40433955240.4934,3316908385.27883,34173203576.9108,47146655116.202
"PPR only","Goats","Overall","Gross Margin",69709361396.9867,21669283930.1154,27407898447.3367,111723143520.672
"PPR only","Goats","Overall","Health Cost",167833483.941505,10704272.5775997,147375880.011552,189455036.965683
"PPR only","Goats","Overall","Labour Cost",9975518935.8666,652277885.681592,8708081438.99241,11224848641.3143
"PPR only","Goats","Overall","Population",5704476.25970554,213249.001714319,5298155.7092528,6126510.93112794
"PPR only","Goats","Overall","Value of Herd Increase",75565564625.9381,15412113494.8371,45546776214.0187,106483371087.213
"PPR only","Goats","Overall","Value of Manure",2453584957.0006,79706075.2816841,2305187063.82395,2606416545.05432
"PPR only","Goats","Overall","Value of Milk",3534023349.22087,1626554684.07913,1130926243.78151,7447149837.55989
"PPR only","Goats","Overall","Value of Offtake",38733496125.1286,7866987795.56627,24130728824.1908,54800070930.9977
"PPR only","Goats","Subadult","Feed Cost",9326811136.64337,956808533.163807,7519560507.71753,11246172278.3101
"PPR only","Goats","Subadult","Gross Margin",4813958364.32108,4877543552.09458,-4006060526.20423,14936837587.9268
"PPR only","Goats","Subadult","Health Cost",37056046.9132669,3528855.66278557,30465580.1730016,44179691.9001481
"PPR only","Goats","Subadult","Labour Cost",1484376749.20849,121444478.319772,1248496463.75459,1724792141.97006
"PPR only","Goats","Subadult","Population",1181200.80205365,66712.7072280042,1053108.60756076,1312264.20778828
"PPR only","Goats","Subadult","Value of Herd Increase",4348368333.18489,2388685168.15763,349928786.397018,9609052969.81761
"PPR only","Goats","Subadult","Value of Manure",493536397.799269,22567739.6578549,451329906.658125,538221810.296878
"PPR only","Goats","Subadult","Value of Offtake",10820297566.102,3583152867.08888,4207689655.25571,18404123991.5972
"PPR only","Goats","Subadult Female","Feed Cost",4398968467.03411,619165981.11034,3212504002.36341,5654108638.73864
"PPR only","Goats","Subadult Female","Gross Margin",246961633.492369,2157594298.22782,-3583142777.55203,4914442704.82157
"PPR only","Goats","Subadult Female","Health Cost",21782720.0843067,2742305.0656039,16751074.5823343,27488237.4318039
"PPR only","Goats","Subadult Female","Labour Cost",872695620.1005,93514585.3918364,696493195.570912,1064458045.09844
"PPR only","Goats","Subadult Female","Population",679227.318470233,33496.8138105922,613932.776316819,744663.123776541
"PPR only","Goats","Subadult Female","Value of Herd Increase",2407278628.01758,1372288885.98411,261780556.060019,5585121201.95862
"PPR only","Goats","Subadult Female","Value of Manure",289963690.937032,15150569.5083119,262239214.302767,319097457.982762
"PPR only","Goats","Subadult Female","Value of Offtake",2843166121.75667,972952958.277634,969939911.165322,4829735176.64476
"PPR only","Goats","Subadult Male","Feed Cost",4927842669.60926,715444450.652413,3591280274.00917,6407387108.68522
"PPR only","Goats","Subadult Male","Gross Margin",4566996730.82871,4191885125.13376,-3181331204.15898,13350142231.7784
"PPR only","Goats","Subadult Male","Health Cost",15273326.8289602,2009150.68010594,11572740.767379,19551226.5870797
"PPR only","Goats","Subadult Male","Labour Cost",611681129.107992,69495780.4801269,477701735.302883,751183600.982976
"PPR only","Goats","Subadult Male","Population",501973.48358342,37619.0694987134,427613.058408703,573856.201011028
"PPR only","Goats","Subadult Male","Value of Herd Increase",1941089705.16731,1445611158.21095,-324508327.902618,5322159755.28871
"PPR only","Goats","Subadult Male","Value of Manure",203572706.862237,12983682.6372768,179402503.7547,229312901.950319
"PPR only","Goats","Subadult Male","Value of Offtake",7977131444.34537,3420276576.15583,1809195628.29754,15247523384.9249
"PPR only","Sheep","Adult","Feed Cost",57393587665.6565,6944422990.27155,44471260548.1293,71280028041.629
"PPR only","Sheep","Adult","Gross Margin",154464859965.617,57480479007.2228,43877556886.7906,268516715163.324
"PPR only","Sheep","Adult","Health Cost",123691236.966132,12655825.8206775,100576074.386306,149492154.275716
"PPR only","Sheep","Adult","Labour Cost",9753391815.06102,878317910.001165,8068257022.90442,11497445795.3785
"PPR only","Sheep","Adult","Population",4097748.87532587,119209.949564191,3871996.86101992,4341404.92463403
"PPR only","Sheep","Adult","Value of Herd Increase",100851922821.581,26693079980.084,50936566659.7595,155669309695.301
"PPR only","Sheep","Adult","Value of Manure",2439661343.78856,98887822.469361,2266476834.89095,2618711344.93939
"PPR only","Sheep","Adult","Value of Offtake",116272225095.194,32749708642.0887,53578462988.8878,182628846237.063
"PPR only","Sheep","Adult Female","Feed Cost",47592806193.7297,6812355996.53093,34887260833.9752,61559858729.0636
"PPR only","Sheep","Adult Female","Gross Margin",27928435148.5012,26591848443.3554,-24976640585.4554,80974805815.6077
"PPR only","Sheep","Adult Female","Health Cost",104176774.535445,12432317.8750391,81593280.9998773,129716893.014556
"PPR only","Sheep","Adult Female","Labour Cost",8213429537.31985,853462137.713547,6575582805.64725,9906259128.86115
"PPR only","Sheep","Adult Female","Population",3320158.37843557,75229.9078024915,3176646.4908375,3472662.14967296
"PPR only","Sheep","Adult Female","Value of Herd Increase",47253630311.1507,15918906365.9768,17154137154.6202,80558127838.9046
"PPR only","Sheep","Adult Female","Value of Manure",2055561434.54058,93554270.0897884,1898118154.3944,2219720178.66837
"PPR only","Sheep","Adult Female","Value of Offtake",32357934485.6581,10599956253.5241,11729742065.3003,53114232799.6864
"PPR only","Sheep","Adult Male","Feed Cost",9800781471.92681,1391246963.57988,7138075242.98741,12645636017.5183
"PPR only","Sheep","Adult Male","Gross Margin",126536424817.116,50460529184.4992,30494038956.6891,225876760180.484
"PPR only","Sheep","Adult Male","Health Cost",19514462.4306865,2576708.94963889,14717914.7980842,24873611.1406628
"PPR only","Sheep","Adult Male","Labour Cost",1539962277.74117,176566712.607244,1206966987.43311,1895817823.01905
"PPR only","Sheep","Adult Male","Population",777590.496890302,55460.4419260998,675353.142941099,891049.240698631
"PPR only","Sheep","Adult Male","Value of Herd Increase",53598292510.4308,20410454377.6847,15908773250.2081,95066808075.5485
"PPR only","Sheep","Adult Male","Value of Manure",384099909.247981,23747286.2762766,341700472.427084,432673294.485857
"PPR only","Sheep","Adult Male","Value of Offtake",83914290609.5355,30920010952.0986,25571136965.9028,145695496762.956
"PPR only","Sheep","Juvenile","Feed Cost",14101831621.9757,1876806315.90135,10662532493.4535,18037377099.657
"PPR only","Sheep","Juvenile","Gross Margin",24949687438.7577,13839931384.9928,-336253810.67038,54860202507.9727
"PPR only","Sheep","Juvenile","Health Cost",78005346.1844046,8747499.0293971,61665144.8937456,95680447.1874476
"PPR only","Sheep","Juvenile","Labour Cost",3055169505.98484,320638413.987627,2464271429.53572,3719888624.41453
"PPR only","Sheep","Juvenile","Population",2798967.89946378,267748.911510655,2311550.1663404,3362062.73962813
"PPR only","Sheep","Juvenile","Value of Herd Increase",41675963793.2213,14050960206.7685,16563326954.821,72037394809.4387
"PPR only","Sheep","Juvenile","Value of Manure",508730119.681293,39696210.1175277,433413541.068039,591823558.923821
"PPR only","Sheep","Juvenile","Value of Offtake",0,0,0,0
"PPR only","Sheep","Juvenile Female","Feed Cost",5205297287.11622,968939738.341935,3453453734.70503,7287651834.88623
"PPR only","Sheep","Juvenile Female","Gross Margin",5802006669.65627,5012454709.98905,-3607906446.8577,16149219793.4777
"PPR only","Sheep","Juvenile Female","Health Cost",39549989.765184,5632439.58110852,29316666.7101891,51117544.3589005
"PPR only","Sheep","Juvenile Female","Labour Cost",1545107863.21451,199356044.661258,1172669209.87903,1950895051.47423
"PPR only","Sheep","Juvenile Female","Population",1417144.43179928,134752.145815108,1172426.45647932,1699976.96411736
"PPR only","Sheep","Juvenile Female","Value of Herd Increase",12333949434.2153,5007655753.99223,3190163982.73691,22710627377.1942
"PPR only","Sheep","Juvenile Female","Value of Manure",258012375.536879,21582097.8674138,217505543.38671,303049471.778449
"PPR only","Sheep","Juvenile Female","Value of Offtake",0,0,0,0
"PPR only","Sheep","Juvenile Male","Feed Cost",8896534334.85943,1456238368.15312,6248496364.80914,11938370251.397
"PPR only","Sheep","Juvenile Male","Gross Margin",19147680769.1014,12399501633.1008,-3583978178.73171,45316253764.0261
"PPR only","Sheep","Juvenile Male","Health Cost",38455356.4192206,5439612.60271647,28817385.0683199,50072478.1307092
"PPR only","Sheep","Juvenile Male","Labour Cost",1510061642.77033,194545905.254421,1153008020.85412,1913434773.21554
"PPR only","Sheep","Juvenile Male","Population",1381823.4676645,133095.831470947,1140440.03582099,1661017.42649745
"PPR only","Sheep","Juvenile Male","Value of Herd Increase",29342014359.006,12513630955.4306,6808062323.13743,55748639611.0512
"PPR only","Sheep","Juvenile Male","Value of Manure",250717744.144415,21304102.982945,210684713.461607,294020142.434949
"PPR only","Sheep","Juvenile Male","Value of Offtake",0,0,0,0
"PPR only","Sheep","Overall","Feed Cost",93023923871.2518,7933823545.53355,78197521564.8842,109132708350.612
"PPR only","Sheep","Overall","Gross Margin",225094817341.325,64738359892.6261,102794034238.445,354259286364.35
"PPR only","Sheep","Overall","Health Cost",254140886.405019,18126268.5434612,220297358.412447,290490672.407056
"PPR only","Sheep","Overall","Labour Cost",14857499118.472,1008504676.48031,12973061935.9202,16880173421.7351
"PPR only","Sheep","Overall","Population",8833091.04525963,458965.770230393,7970724.74269287,9785728.19077437
"PPR only","Sheep","Overall","Value of Herd Increase",183749866077.076,36803506752.7326,117645894910.885,259536572240.362
"PPR only","Sheep","Overall","Value of Manure",3629757531.47333,139176110.54993,3366941229.0154,3903790829.61562
"PPR only","Sheep","Overall","Value of Milk",2171721422.73679,1113299853.12244,618653852.915777,4932194065.36485
"PPR only","Sheep","Overall","Value of Offtake",143679036186.167,34096342242.8933,78586815344.9128,212329174785.614
"PPR only","Sheep","Subadult","Feed Cost",21528504583.6197,2401465493.68901,16975312398.9972,26569244428.7104
"PPR only","Sheep","Subadult","Gross Margin",45680269936.9502,20957514088.5759,7352808900.15455,89311870802.4755
"PPR only","Sheep","Subadult","Health Cost",52444303.2544828,5406736.6952267,42729378.9337015,63593266.5418798
"PPR only","Sheep","Subadult","Labour Cost",2048937797.42616,186067552.217945,1698950713.28186,2434574977.99384
"PPR only","Sheep","Subadult","Population",1936374.27046997,142412.624362081,1668199.49780076,2222297.51279323
"PPR only","Sheep","Subadult","Value of Herd Increase",41221979462.2736,13644731604.266,17356455665.1462,70471269324.3847
"PPR only","Sheep","Subadult","Value of Manure",681366068.003476,41858941.8829778,602429159.389929,765724061.235135
"PPR only","Sheep","Subadult","Value of Offtake",27406811090.9735,9105635606.53055,10152331915.2406,45570937644.415
"PPR only","Sheep","Subadult Female","Feed Cost",10957617337.4153,1650558101.58148,7857163990.48886,14488188684.2028
"PPR only","Sheep","Subadult Female","Gross Margin",14570566699.5549,10449946736.3228,-4655281988.81189,36114972993.9586
"PPR only","Sheep","Subadult Female","Health Cost",28164755.4303714,3786078.09780899,21494419.6902494,36083855.9687869
"PPR only","Sheep","Subadult Female","Labour Cost",1103410900.36536,129643754.514051,864005916.818267,1364351778.03311
"PPR only","Sheep","Subadult Female","Population",1047920.13319776,75453.7056920995,906050.932045394,1199662.808665
"PPR only","Sheep","Subadult Female","Value of Herd Increase",21082411722.2937,8684085421.02066,5345184560.00074,39495318198.858
"PPR only","Sheep","Subadult Female","Value of Manure",367283147.23903,24820130.8006978,321699299.906433,418172048.95934
"PPR only","Sheep","Subadult Female","Value of Offtake",5210064823.23321,1991161284.92307,1390208528.24083,9267037179.45372
"PPR only","Sheep","Subadult Male","Feed Cost",10570887246.2044,1560849687.15178,7682711390.43856,13771407484.819
"PPR only","Sheep","Subadult Male","Gross Margin",31109703237.3953,17444432874.8148,-1461403576.99426,66655508641.6385
"PPR only","Sheep","Subadult Male","Health Cost",24279547.8241114,3282600.46254032,18340857.7817288,31143679.306077
"PPR only","Sheep","Subadult Male","Labour Cost",945526897.060799,110055981.748094,738566190.546985,1170765017.84056
"PPR only","Sheep","Subadult Male","Population",888454.137272211,67525.6408541183,761259.753500081,1025367.38505088
"PPR only","Sheep","Subadult Male","Value of Herd Increase",20139567739.9799,9097038129.87105,4513093613.61594,40015618888.6551
"PPR only","Sheep","Subadult Male","Value of Manure",314082920.764447,22307376.0764435,272553892.038147,358593971.827868
"PPR only","Sheep","Subadult Male","Value of Offtake",22196746267.7403,8865961429.51004,5460376589.95342,39686520941.9075
"Zero mortality","Both","Adult","Feed Cost",74309187742.8348,6666298370.87939,61727297158.03,87540674853.6805
"Zero mortality","Both","Adult","Gross Margin",133502458024.05,41175165449.9348,52520870010.1357,214946053982.303
"Zero mortality","Both","Adult","Health Cost",0,0,0,0
"Zero mortality","Both","Adult","Labour Cost",15703262309.9103,1030135893.38713,13705347020.822,17733664854.7941
"Zero mortality","Both","Adult","Population",6248193.54276862,71243.3524040417,6107470.48494062,6386892.48693299
"Zero mortality","Both","Adult","Value of Herd Increase",98540501757.4961,17057785905.1022,65683689154.255,132769586595.502
"Zero mortality","Both","Adult","Value of Manure",3919229868.76281,111888309.51836,3713471185.07903,4133457895.54214
"Zero mortality","Both","Adult","Value of Offtake",120627197937.42,26627011450.3783,68397770407.1054,173867935849.69
"Zero mortality","Both","Adult Female","Feed Cost",62666727984.4271,6544299548.50523,50168432804.7653,75729268894.1653
"Zero mortality","Both","Adult Female","Gross Margin",19673927937.5445,21538276079.9009,-23213305429.1179,61128467822.0752
"Zero mortality","Both","Adult Female","Health Cost",0,0,0,0
"Zero mortality","Both","Adult Female","Labour Cost",13425850535.3752,1010863584.54013,11439392422.1778,15371147256.8804
"Zero mortality","Both","Adult Female","Population",5212347.53336578,41953.7644377045,5130609.4890148,5294842.03327562
"Zero mortality","Both","Adult Female","Value of Herd Increase",52735278853.5427,11887226448.097,29511475887.2354,76134100132.2868
"Zero mortality","Both","Adult Female","Value of Manure",3350046189.42676,109157361.387848,3150504166.17335,3556210654.81138
"Zero mortality","Both","Adult Female","Value of Offtake",39253202901.2618,10185480267.3843,19694557069.1783,59926774980.3944
"Zero mortality","Both","Adult Male","Feed Cost",11642459758.4077,1258496360.28222,9224848306.47256,14180194768.4305
"Zero mortality","Both","Adult Male","Gross Margin",113828530086.505,34890472027.2411,44697975297.0845,181486468521.982
"Zero mortality","Both","Adult Male","Health Cost",0,0,0,0
"Zero mortality","Both","Adult Male","Labour Cost",2277411774.53511,189492159.275991,1910422257.33965,2654819225.23277
"Zero mortality","Both","Adult Male","Population",1035846.00940284,56160.2538963661,918950.438649863,1142454.61682278
"Zero mortality","Both","Adult Male","Value of Herd Increase",45805222903.9534,12051194883.0296,22937176705.2518,70410606318.916
"Zero mortality","Both","Adult Male","Value of Manure",569183679.336049,25713775.5491824,519810630.69425,620585117.843791
"Zero mortality","Both","Adult Male","Value of Offtake",81373995036.1586,24599572146.0824,33003340073.7186,129664783704.82
"Zero mortality","Both","Juvenile","Feed Cost",9444907969.25574,769170876.866867,7976355733.87652,10992640564.1295
"Zero mortality","Both","Juvenile","Gross Margin",-7728724967.54553,1662990955.99269,-10915184555.2554,-4378156777.87386
"Zero mortality","Both","Juvenile","Health Cost",0,0,0,0
"Zero mortality","Both","Juvenile","Labour Cost",3032348868.19451,162856516.649563,2708599284.84441,3343804365.38861
"Zero mortality","Both","Juvenile","Population",2317251.53166793,52776.432427467,2211962.55450838,2419233.51818797
"Zero mortality","Both","Juvenile","Value of Herd Increase",4243094343.43336,1523251275.2894,1462463706.72696,7371299799.62422
"Zero mortality","Both","Juvenile","Value of Manure",505437526.471356,13314499.1758669,479634293.174094,531950910.388644
"Zero mortality","Both","Juvenile","Value of Offtake",0,0,0,0
"Zero mortality","Both","Juvenile Female","Feed Cost",3980374614.14462,466540273.215648,3113864052.03302,4920922291.40874
"Zero mortality","Both","Juvenile Female","Gross Margin",-4770165114.29658,701543807.722511,-6122947870.76341,-3377214092.56996
"Zero mortality","Both","Juvenile Female","Health Cost",0,0,0,0
"Zero mortality","Both","Juvenile Female","Labour Cost",1595505712.25333,118102403.979539,1369269762.898,1826945585.42382
"Zero mortality","Both","Juvenile Female","Population",1193982.45596908,26680.7566956297,1140481.35173919,1245765.23520006
"Zero mortality","Both","Juvenile Female","Value of Herd Increase",540426293.559296,542598720.50998,-523129173.894303,1644457602.79818
"Zero mortality","Both","Juvenile Female","Value of Manure",265288918.542074,9103303.93362018,247590412.238158,283166169.891685
"Zero mortality","Both","Juvenile Female","Value of Offtake",0,0,0,0
"Zero mortality","Both","Juvenile Male","Feed Cost",5464533355.11112,601267438.155302,4345342340.11722,6671474371.98713
"Zero mortality","Both","Juvenile Male","Gross Margin",-2958559853.24895,1433686860.29961,-5734150675.83631,-105773140.367228
"Zero mortality","Both","Juvenile Male","Health Cost",0,0,0,0
"Zero mortality","Both","Juvenile Male","Labour Cost",1436843155.94118,108471782.318214,1224784985.27631,1649735935.05173
"Zero mortality","Both","Juvenile Male","Population",1123269.07569885,26148.779404243,1071479.31389745,1173467.92317687
"Zero mortality","Both","Juvenile Male","Value of Herd Increase",3702668049.87407,1315523703.88771,1265966626.86246,6403459068.38861
"Zero mortality","Both","Juvenile Male","Value of Manure",240148607.929283,8286865.97988294,224422386.556944,256187920.565911
"Zero mortality","Both","Juvenile Male","Value of Offtake",0,0,0,0
"Zero mortality","Both","Overall","Feed Cost",103843241910.786,6859933594.50313,90733195838.327,117528813839.79
"Zero mortality","Both","Overall","Gross Margin",117659063805.806,41345478916.1026,35943544374.0466,198965101538.711
"Zero mortality","Both","Overall","Health Cost",0,0,0,0
"Zero mortality","Both","Overall","Labour Cost",21447548966.2552,1052830120.7856,19385988918.6746,23489628751.2034
"Zero mortality","Both","Overall","Population",10466472.0834523,119831.471319949,10236424.788756,10702852.271162
"Zero mortality","Both","Overall","Value of Herd Increase",90691117261.0639,17564918183.3695,56988306432.7664,126381061861.802
"Zero mortality","Both","Overall","Value of Manure",5331211455.6923,116073178.422821,5118255296.73864,5553886203.48724
"Zero mortality","Both","Overall","Value of Milk",427978513.115519,177578350.594524,163331710.71093,852364070.55995
"Zero mortality","Both","Overall","Value of Offtake",146499547452.976,27317546883.4077,92264619673.7711,200332664442.377
"Zero mortality","Both","Subadult","Feed Cost",20089146198.6953,1463675915.70307,17289164174.8777,22977767541.16
"Zero mortality","Both","Subadult","Gross Margin",-8114669250.69791,4189100164.62383,-15986518613.7595,263478909.684125
"Zero mortality","Both","Subadult","Health Cost",0,0,0,0
"Zero mortality","Both","Subadult","Labour Cost",2711937788.15035,144737848.565206,2434068371.15165,2996957843.70121
"Zero mortality","Both","Subadult","Population",1901027.00901574,34161.1064583858,1832952.55375387,1967874.55693818
"Zero mortality","Both","Subadult","Value of Herd Increase",-12092478839.8656,2986232358.35753,-18242652797.5474,-6546242251.82134
"Zero mortality","Both","Subadult","Value of Manure",906544060.458132,22045063.0570073,864329866.401852,949039224.59894
"Zero mortality","Both","Subadult","Value of Offtake",25872349515.5552,6333745865.96627,13751419073.1524,38692040519.6844
"Zero mortality","Both","Subadult Female","Feed Cost",10302435110.3288,1074441048.92474,8173201250.2066,12449462326.3903
"Zero mortality","Both","Subadult Female","Gross Margin",-10034422874.5868,1243518133.47723,-12478498335.1876,-7559635035.82728
"Zero mortality","Both","Subadult Female","Health Cost",0,0,0,0
"Zero mortality","Both","Subadult Female","Labour Cost",1541331109.15493,113767150.182285,1315241463.15405,1766226802.13642
"Zero mortality","Both","Subadult Female","Population",1076725.16996074,15226.8552651969,1046722.20904381,1106393.08085741
"Zero mortality","Both","Subadult Female","Value of Herd Increase",-4390344628.99347,1245536097.47238,-6982016666.36439,-2114344071.91114
"Zero mortality","Both","Subadult Female","Value of Manure",515687718.100194,16415802.4454569,484665131.940897,546894858.146121
"Zero mortality","Both","Subadult Female","Value of Offtake",5684000255.79027,1496336593.51824,2823164013.65448,8598224731.1
"Zero mortality","Both","Subadult Male","Feed Cost",9786711088.36646,983541377.122723,7865549165.24659,11713540087.0381
"Zero mortality","Both","Subadult Male","Gross Margin",1919753623.88884,3901581087.11599,-5421368562.609,9855186593.39351
"Zero mortality","Both","Subadult Male","Health Cost",0,0,0,0
"Zero mortality","Both","Subadult Male","Labour Cost",1170606678.99541,88927919.8953078,995845562.8123,1347882194.03379
"Zero mortality","Both","Subadult Male","Population",824301.839054999,23777.1111678421,775335.739191326,869046.491543689
"Zero mortality","Both","Subadult Male","Value of Herd Increase",-7702134210.87215,2616451187.9816,-13011727584.4991,-2755537900.88006
"Zero mortality","Both","Subadult Male","Value of Manure",390856342.357939,14242722.2370543,363493364.694907,417734218.023342
"Zero mortality","Both","Subadult Male","Value of Offtake",20188349259.7649,6150235830.88411,8599788815.2398,32667386708.8482
"Zero mortality","Goats","Adult","Feed Cost",23953013960.3592,2788026039.26188,18598540378.2317,29492400872.0926
"Zero mortality","Goats","Adult","Gross Margin",47877287400.3398,17742410738.7506,13682715110.2249,83295914198.1991
"Zero mortality","Goats","Adult","Health Cost",0,0,0,0
"Zero mortality","Goats","Adult","Labour Cost",6470560169.63878,586482441.659689,5324053939.72087,7607250115.65247
"Zero mortality","Goats","Adult","Population",2750590.63469084,51026.232403779,2648280.23280725,2845173.24067493
"Zero mortality","Goats","Adult","Value of Herd Increase",51786746849.0499,12082431652.7066,28735960008.7274,76474778837.578
"Zero mortality","Goats","Adult","Value of Manure",1613129047.51086,63208736.6527462,1503895363.04839,1725237451.40585
